covid(x1),deprivation(x2),logspend,spend(y),x12,x22,x1y,x2y,x1x2,,,,,,,,,,
0,34.743,2.709982609,15.03,0,1207.076049,0,522.18729,0,,,,,,,,,,
0,34.743,2.529680523,12.55,0,1207.076049,0,436.02465,0,,,,,,,,,,
0,34.743,2.515475171,12.37,0,1207.076049,0,429.77091,0,,,,,,,,,,
0,34.743,2.425954917,11.31,0,1207.076049,0,392.94333,0,,,,,,,,,,
0,34.743,2.210260004,9.12,0,1207.076049,0,316.85616,0,,,,,,,,,,
0,34.743,2.276863974,9.75,0,1207.076049,0,338.74425,0,,,,,,,,,,
0,34.743,1.972125557,7.19,0,1207.076049,0,249.80217,0,,,,,,,,,,
0,34.743,2.366245501,10.66,0,1207.076049,0,370.36038,0,,,,,,,,,,
0,34.743,2.452858151,11.62,0,1207.076049,0,403.71366,0,,,,,,,,,,
0,34.743,2.252951268,9.52,0,1207.076049,0,330.75336,0,,,,,,,,,,
0,34.743,2.453159329,11.63,0,1207.076049,0,404.06109,0,,,,,,,,,,
0,34.743,2.256265968,9.55,0,1207.076049,0,331.79565,0,,,,,,,,,,
0,34.743,2.411426175,11.15,0,1207.076049,0,387.38445,0,,,,,,,,,,
0,34.743,2.373570815,10.74,0,1207.076049,0,373.13982,0,,,,,,,,,,
0,34.743,2.629615914,13.87,0,1207.076049,0,481.88541,0,,,,,,,,,,
0,34.743,2.347301605,10.46,0,1207.076049,0,363.41178,0,,,,,,,,,,
0,34.743,2.203582631,9.06,0,1207.076049,0,314.77158,0,,,,,,,,,,
0,34.743,1.921954419,6.83,0,1207.076049,0,237.29469,0,,,,,,,,,,
0,34.743,2.351959074,10.51,0,1207.076049,0,365.14893,0,,,,,,,,,,
0,34.743,2.372380377,10.72,0,1207.076049,0,372.44496,0,,,,,,,,,,
0,34.743,1.983276901,7.27,0,1207.076049,0,252.58161,0,,,,,,,,,,
0,34.743,2.108837116,8.24,0,1207.076049,0,286.28232,0,,,,,,,,,,
0,34.743,2.502879073,12.22,0,1207.076049,0,424.55946,0,,,,,,,,,,
0,34.743,2.573683339,13.11,0,1207.076049,0,455.48073,0,,,,,,,,,,
0,34.743,2.195005195,8.98,0,1207.076049,0,311.99214,0,,,,,,,,,,
0,34.743,2.60433673,13.52,0,1207.076049,0,469.72536,0,,,,,,,,,,
0,34.743,2.446880197,11.55,0,1207.076049,0,401.28165,0,,,,,,,,,,
0,34.743,2.045622946,7.73,0,1207.076049,0,268.56339,0,,,,,,,,,,
0,34.743,2.062914915,7.87,0,1207.076049,0,273.42741,0,,,,,,,,,,
0,34.743,2.502476901,12.21,0,1207.076049,0,424.21203,0,,,,,,,,,,
0,34.743,2.215767717,9.17,0,1207.076049,0,318.59331,0,,,,,,,,,,
0,34.743,2.363106161,10.62,0,1207.076049,0,368.97066,0,,,,,,,,,,
0,34.743,2.478166652,11.92,0,1207.076049,0,414.13656,0,,,,,,,,,,
0,34.743,2.272526617,9.7,0,1207.076049,0,337.0071,0,,,,,,,,,,
0,34.743,1.959535511,7.1,0,1207.076049,0,246.6753,0,,,,,,,,,,
0,34.743,1.88599388,6.59,0,1207.076049,0,228.95637,0,,,,,,,,,,
0,34.743,2.366688308,10.66,0,1207.076049,0,370.36038,0,,,,,,,,,,
0,34.743,2.574270474,13.12,0,1207.076049,0,455.82816,0,,,,,,,,,,
0,34.743,2.380335561,10.81,0,1207.076049,0,375.57183,0,,,,,,,,,,
0,34.743,2.20317955,9.05,0,1207.076049,0,314.42415,0,,,,,,,,,,
0,34.743,2.55074825,12.82,0,1207.076049,0,445.40526,0,,,,,,,,,,
0,34.743,2.084576892,8.04,0,1207.076049,0,279.33372,0,,,,,,,,,,
0,34.743,2.384782729,10.86,0,1207.076049,0,377.30898,0,,,,,,,,,,
0,34.743,1.963400262,7.12,0,1207.076049,0,247.37016,0,,,,,,,,,,
0,34.743,2.524926168,12.49,0,1207.076049,0,433.94007,0,,,,,,,,,,
0,34.743,2.085051365,8.05,0,1207.076049,0,279.68115,0,,,,,,,,,,
0,34.743,2.312815166,10.1,0,1207.076049,0,350.9043,0,,,,,,,,,,
0,34.743,2.367120313,10.67,0,1207.076049,0,370.70781,0,,,,,,,,,,
0,34.743,2.516813656,12.39,0,1207.076049,0,430.46577,0,,,,,,,,,,
0,34.743,2.217467816,9.18,0,1207.076049,0,318.94074,0,,,,,,,,,,
0,34.743,2.336846728,10.35,0,1207.076049,0,359.59005,0,,,,,,,,,,
0,34.743,2.254679415,9.53,0,1207.076049,0,331.10079,0,,,,,,,,,,
0,34.743,2.194556443,8.98,0,1207.076049,0,311.99214,0,,,,,,,,,,
0,34.743,2.694349264,14.8,0,1207.076049,0,514.1964,0,,,,,,,,,,
0,34.743,2.347957298,10.46,0,1207.076049,0,363.41178,0,,,,,,,,,,
0,34.743,2.195185449,8.98,0,1207.076049,0,311.99214,0,,,,,,,,,,
0,34.743,2.312858375,10.1,0,1207.076049,0,350.9043,0,,,,,,,,,,
0,34.743,2.150880659,8.59,0,1207.076049,0,298.44237,0,,,,,,,,,,
0,34.743,2.093320326,8.11,0,1207.076049,0,281.76573,0,,,,,,,,,,
0,20.184,2.525148152,12.49,0,407.393856,0,252.09816,0,,,,,,,,,,
0,20.184,2.77363286,16.02,0,407.393856,0,323.34768,0,,,,,,,,,,
0,20.184,2.372126115,10.72,0,407.393856,0,216.37248,0,,,,,,,,,,
0,20.184,3.222869293,25.1,0,407.393856,0,506.6184,0,,,,,,,,,,
0,20.184,3.20270766,24.6,0,407.393856,0,496.5264,0,,,,,,,,,,
0,20.184,2.829851203,16.94,0,407.393856,0,341.91696,0,,,,,,,,,,
0,20.184,2.477056662,11.91,0,407.393856,0,240.39144,0,,,,,,,,,,
0,20.184,2.800394829,16.45,0,407.393856,0,332.0268,0,,,,,,,,,,
0,20.184,2.939244433,18.9,0,407.393856,0,381.4776,0,,,,,,,,,,
0,20.184,2.662151079,14.33,0,407.393856,0,289.23672,0,,,,,,,,,,
0,20.184,2.964682428,19.39,0,407.393856,0,391.36776,0,,,,,,,,,,
0,20.184,2.872208905,17.68,0,407.393856,0,356.85312,0,,,,,,,,,,
0,20.184,2.41878486,11.23,0,407.393856,0,226.66632,0,,,,,,,,,,
0,20.184,2.592576674,13.36,0,407.393856,0,269.65824,0,,,,,,,,,,
0,20.184,2.821147431,16.8,0,407.393856,0,339.0912,0,,,,,,,,,,
0,20.184,2.81467342,16.69,0,407.393856,0,336.87096,0,,,,,,,,,,
0,20.184,2.951443921,19.13,0,407.393856,0,386.11992,0,,,,,,,,,,
0,20.184,2.582460561,13.23,0,407.393856,0,267.03432,0,,,,,,,,,,
0,20.184,3.069014594,21.52,0,407.393856,0,434.35968,0,,,,,,,,,,
0,20.184,3.043263911,20.97,0,407.393856,0,423.25848,0,,,,,,,,,,
0,20.184,3.24314594,25.61,0,407.393856,0,516.91224,0,,,,,,,,,,
0,20.184,3.075907164,21.67,0,407.393856,0,437.38728,0,,,,,,,,,,
0,20.184,3.036037556,20.82,0,407.393856,0,420.23088,0,,,,,,,,,,
0,20.184,2.594518602,13.39,0,407.393856,0,270.26376,0,,,,,,,,,,
0,20.184,2.802228079,16.48,0,407.393856,0,332.63232,0,,,,,,,,,,
0,20.184,2.84147149,17.14,0,407.393856,0,345.95376,0,,,,,,,,,,
0,20.184,2.706245945,14.97,0,407.393856,0,302.15448,0,,,,,,,,,,
0,20.184,2.624914423,13.8,0,407.393856,0,278.5392,0,,,,,,,,,,
0,20.184,2.391839857,10.93,0,407.393856,0,220.61112,0,,,,,,,,,,
0,20.184,2.930921352,18.74,0,407.393856,0,378.24816,0,,,,,,,,,,
0,20.184,3.329121357,27.91,0,407.393856,0,563.33544,0,,,,,,,,,,
0,20.184,2.959100433,19.28,0,407.393856,0,389.14752,0,,,,,,,,,,
0,20.184,2.934787481,18.82,0,407.393856,0,379.86288,0,,,,,,,,,,
0,20.184,2.618014697,13.71,0,407.393856,0,276.72264,0,,,,,,,,,,
0,20.184,2.641923993,14.04,0,407.393856,0,283.38336,0,,,,,,,,,,
0,20.184,2.927117779,18.67,0,407.393856,0,376.83528,0,,,,,,,,,,
0,20.184,2.906612255,18.29,0,407.393856,0,369.16536,0,,,,,,,,,,
0,20.184,2.593943817,13.38,0,407.393856,0,270.06192,0,,,,,,,,,,
0,20.184,2.953530336,19.17,0,407.393856,0,386.92728,0,,,,,,,,,,
0,20.184,2.545118076,12.74,0,407.393856,0,257.14416,0,,,,,,,,,,
0,20.184,2.74020355,15.49,0,407.393856,0,312.65016,0,,,,,,,,,,
0,20.184,2.861997256,17.5,0,407.393856,0,353.22,0,,,,,,,,,,
0,20.184,3.473083074,32.24,0,407.393856,0,650.73216,0,,,,,,,,,,
0,20.184,2.968457182,19.46,0,407.393856,0,392.78064,0,,,,,,,,,,
0,20.184,2.616751799,13.69,0,407.393856,0,276.31896,0,,,,,,,,,,
0,20.184,3.057808571,21.28,0,407.393856,0,429.51552,0,,,,,,,,,,
0,20.184,2.819493603,16.77,0,407.393856,0,338.48568,0,,,,,,,,,,
0,20.184,2.859457146,17.45,0,407.393856,0,352.2108,0,,,,,,,,,,
0,20.184,2.87320445,17.69,0,407.393856,0,357.05496,0,,,,,,,,,,
0,20.184,2.717505269,15.14,0,407.393856,0,305.58576,0,,,,,,,,,,
0,20.184,2.775703464,16.05,0,407.393856,0,323.9532,0,,,,,,,,,,
0,20.184,2.620566257,13.74,0,407.393856,0,277.32816,0,,,,,,,,,,
0,20.184,3.182957897,24.12,0,407.393856,0,486.83808,0,,,,,,,,,,
0,20.184,3.095450216,22.1,0,407.393856,0,446.0664,0,,,,,,,,,,
0,20.184,2.919179315,18.53,0,407.393856,0,374.00952,0,,,,,,,,,,
0,20.184,3.232286431,25.34,0,407.393856,0,511.46256,0,,,,,,,,,,
0,20.184,2.756912076,15.75,0,407.393856,0,317.898,0,,,,,,,,,,
0,20.184,3.054116185,21.2,0,407.393856,0,427.9008,0,,,,,,,,,,
0,20.184,2.666558403,14.39,0,407.393856,0,290.44776,0,,,,,,,,,,
0,20.184,2.979580179,19.68,0,407.393856,0,397.22112,0,,,,,,,,,,
0,20.184,3.28641937,26.75,0,407.393856,0,539.922,0,,,,,,,,,,
0,20.184,2.626579992,13.83,0,407.393856,0,279.14472,0,,,,,,,,,,
0,20.184,3.085784127,21.88,0,407.393856,0,441.62592,0,,,,,,,,,,
0,20.184,2.834557226,17.02,0,407.393856,0,343.53168,0,,,,,,,,,,
0,20.184,2.750150174,15.64,0,407.393856,0,315.67776,0,,,,,,,,,,
0,20.184,2.861079663,17.48,0,407.393856,0,352.81632,0,,,,,,,,,,
0,20.184,2.984474316,19.78,0,407.393856,0,399.23952,0,,,,,,,,,,
0,20.184,3.021866045,20.53,0,407.393856,0,414.37752,0,,,,,,,,,,
0,20.184,3.158976255,23.55,0,407.393856,0,475.3332,0,,,,,,,,,,
0,20.184,2.990060041,19.89,0,407.393856,0,401.45976,0,,,,,,,,,,
0,20.184,2.790761364,16.29,0,407.393856,0,328.79736,0,,,,,,,,,,
0,20.184,2.938744279,18.89,0,407.393856,0,381.27576,0,,,,,,,,,,
0,20.184,2.375430074,10.76,0,407.393856,0,217.17984,0,,,,,,,,,,
0,20.184,2.771803157,15.99,0,407.393856,0,322.74216,0,,,,,,,,,,
0,20.184,2.938371243,18.89,0,407.393856,0,381.27576,0,,,,,,,,,,
0,20.184,2.71013858,15.03,0,407.393856,0,303.36552,0,,,,,,,,,,
0,20.184,2.9835087,19.76,0,407.393856,0,398.83584,0,,,,,,,,,,
0,20.184,2.839682841,17.11,0,407.393856,0,345.34824,0,,,,,,,,,,
0,20.184,2.710656439,15.04,0,407.393856,0,303.56736,0,,,,,,,,,,
0,20.184,2.622278133,13.77,0,407.393856,0,277.93368,0,,,,,,,,,,
0,20.184,2.874089681,17.71,0,407.393856,0,357.45864,0,,,,,,,,,,
0,20.184,2.859838281,17.46,0,407.393856,0,352.41264,0,,,,,,,,,,
0,20.184,2.560837176,12.95,0,407.393856,0,261.3828,0,,,,,,,,,,
0,20.184,2.571500083,13.09,0,407.393856,0,264.20856,0,,,,,,,,,,
0,20.184,2.871559636,17.66,0,407.393856,0,356.44944,0,,,,,,,,,,
0,20.184,3.041224061,20.93,0,407.393856,0,422.45112,0,,,,,,,,,,
0,20.184,3.09366178,22.06,0,407.393856,0,445.25904,0,,,,,,,,,,
0,20.184,2.829558365,16.94,0,407.393856,0,341.91696,0,,,,,,,,,,
0,20.184,2.480415717,11.95,0,407.393856,0,241.1988,0,,,,,,,,,,
0,20.184,2.687968019,14.7,0,407.393856,0,296.7048,0,,,,,,,,,,
0,20.184,3.168810076,23.78,0,407.393856,0,479.97552,0,,,,,,,,,,
0,20.184,2.570494822,13.07,0,407.393856,0,263.80488,0,,,,,,,,,,
0,20.184,2.781957449,16.15,0,407.393856,0,325.9716,0,,,,,,,,,,
0,20.184,2.918873496,18.52,0,407.393856,0,373.80768,0,,,,,,,,,,
0,20.184,2.782975305,16.17,0,407.393856,0,326.37528,0,,,,,,,,,,
0,20.184,2.870810908,17.65,0,407.393856,0,356.2476,0,,,,,,,,,,
0,20.184,2.785686606,16.21,0,407.393856,0,327.18264,0,,,,,,,,,,
0,20.184,3.036488933,20.83,0,407.393856,0,420.43272,0,,,,,,,,,,
0,20.184,2.57987227,13.2,0,407.393856,0,266.4288,0,,,,,,,,,,
0,20.184,2.597395381,13.43,0,407.393856,0,271.07112,0,,,,,,,,,,
0,28.463,2.223406996,9.24,0,810.142369,0,262.99812,0,,,,,,,,,,
0,28.463,2.850088456,17.29,0,810.142369,0,492.12527,0,,,,,,,,,,
0,28.463,2.369260667,10.69,0,810.142369,0,304.26947,0,,,,,,,,,,
0,28.463,2.489611179,12.06,0,810.142369,0,343.26378,0,,,,,,,,,,
0,28.463,2.865191649,17.55,0,810.142369,0,499.52565,0,,,,,,,,,,
0,28.463,1.868223708,6.48,0,810.142369,0,184.44024,0,,,,,,,,,,
0,28.463,2.633460012,13.92,0,810.142369,0,396.20496,0,,,,,,,,,,
0,28.463,2.816437441,16.72,0,810.142369,0,475.90136,0,,,,,,,,,,
0,28.463,2.190753274,8.94,0,810.142369,0,254.45922,0,,,,,,,,,,
0,28.463,2.678744523,14.57,0,810.142369,0,414.70591,0,,,,,,,,,,
0,28.463,2.372094981,10.72,0,810.142369,0,305.12336,0,,,,,,,,,,
0,28.463,2.342003748,10.4,0,810.142369,0,296.0152,0,,,,,,,,,,
0,28.463,2.524594039,12.49,0,810.142369,0,355.50287,0,,,,,,,,,,
0,28.463,2.543438449,12.72,0,810.142369,0,362.04936,0,,,,,,,,,,
0,28.463,3.121383503,22.68,0,810.142369,0,645.54084,0,,,,,,,,,,
0,28.463,2.310409821,10.08,0,810.142369,0,286.90704,0,,,,,,,,,,
0,28.463,2.412091564,11.16,0,810.142369,0,317.64708,0,,,,,,,,,,
0,28.463,2.423201305,11.28,0,810.142369,0,321.06264,0,,,,,,,,,,
0,28.463,2.747094807,15.6,0,810.142369,0,444.0228,0,,,,,,,,,,
0,28.463,2.481538318,11.96,0,810.142369,0,340.41748,0,,,,,,,,,,
0,28.463,2.108842926,8.24,0,810.142369,0,234.53512,0,,,,,,,,,,
0,28.463,2.663129248,14.34,0,810.142369,0,408.15942,0,,,,,,,,,,
0,28.463,2.13235721,8.43,0,810.142369,0,239.94309,0,,,,,,,,,,
0,28.463,2.753378129,15.7,0,810.142369,0,446.8691,0,,,,,,,,,,
0,28.463,2.296485362,9.94,0,810.142369,0,282.92222,0,,,,,,,,,,
0,28.463,2.158056843,8.65,0,810.142369,0,246.20495,0,,,,,,,,,,
0,28.463,2.241174534,9.4,0,810.142369,0,267.5522,0,,,,,,,,,,
0,28.463,2.511141149,12.32,0,810.142369,0,350.66416,0,,,,,,,,,,
0,28.463,2.4519142,11.61,0,810.142369,0,330.45543,0,,,,,,,,,,
0,28.463,2.548895851,12.79,0,810.142369,0,364.04177,0,,,,,,,,,,
0,28.463,2.409064554,11.12,0,810.142369,0,316.50856,0,,,,,,,,,,
0,28.463,2.927104998,18.67,0,810.142369,0,531.40421,0,,,,,,,,,,
0,28.463,2.708226799,15,0,810.142369,0,426.945,0,,,,,,,,,,
0,28.463,2.533205237,12.59,0,810.142369,0,358.34917,0,,,,,,,,,,
0,28.463,2.470449288,11.83,0,810.142369,0,336.71729,0,,,,,,,,,,
0,28.463,2.57163249,13.09,0,810.142369,0,372.58067,0,,,,,,,,,,
0,28.463,2.475700057,11.89,0,810.142369,0,338.42507,0,,,,,,,,,,
0,28.463,2.680150007,14.59,0,810.142369,0,415.27517,0,,,,,,,,,,
0,28.463,2.551981389,12.83,0,810.142369,0,365.18029,0,,,,,,,,,,
0,28.463,2.731020762,15.35,0,810.142369,0,436.90705,0,,,,,,,,,,
0,28.463,2.506959857,12.27,0,810.142369,0,349.24101,0,,,,,,,,,,
0,28.463,2.385972835,10.87,0,810.142369,0,309.39281,0,,,,,,,,,,
0,28.463,2.791258012,16.3,0,810.142369,0,463.9469,0,,,,,,,,,,
0,28.463,2.501450268,12.2,0,810.142369,0,347.2486,0,,,,,,,,,,
0,28.463,2.456103326,11.66,0,810.142369,0,331.87858,0,,,,,,,,,,
0,28.463,2.748595896,15.62,0,810.142369,0,444.59206,0,,,,,,,,,,
0,28.463,2.72231825,15.22,0,810.142369,0,433.20686,0,,,,,,,,,,
0,28.463,2.569349406,13.06,0,810.142369,0,371.72678,0,,,,,,,,,,
0,28.463,2.616254566,13.68,0,810.142369,0,389.37384,0,,,,,,,,,,
0,28.463,2.419288911,11.24,0,810.142369,0,319.92412,0,,,,,,,,,,
0,28.463,2.285115236,9.83,0,810.142369,0,279.79129,0,,,,,,,,,,
0,28.463,2.614821772,13.66,0,810.142369,0,388.80458,0,,,,,,,,,,
0,28.463,2.573336752,13.11,0,810.142369,0,373.14993,0,,,,,,,,,,
0,28.463,2.131171524,8.42,0,810.142369,0,239.65846,0,,,,,,,,,,
0,28.463,2.49159688,12.08,0,810.142369,0,343.83304,0,,,,,,,,,,
0,28.463,2.371742429,10.72,0,810.142369,0,305.12336,0,,,,,,,,,,
0,28.463,2.499015519,12.17,0,810.142369,0,346.39471,0,,,,,,,,,,
0,28.463,2.132020285,8.43,0,810.142369,0,239.94309,0,,,,,,,,,,
0,28.463,2.552090019,12.83,0,810.142369,0,365.18029,0,,,,,,,,,,
0,28.463,2.233764657,9.33,0,810.142369,0,265.55979,0,,,,,,,,,,
0,28.463,2.416947343,11.21,0,810.142369,0,319.07023,0,,,,,,,,,,
0,28.463,2.011828473,7.48,0,810.142369,0,212.90324,0,,,,,,,,,,
0,28.463,2.444237193,11.52,0,810.142369,0,327.89376,0,,,,,,,,,,
0,28.463,2.475918348,11.89,0,810.142369,0,338.42507,0,,,,,,,,,,
0,28.463,2.356117085,10.55,0,810.142369,0,300.28465,0,,,,,,,,,,
0,28.463,2.509824124,12.3,0,810.142369,0,350.0949,0,,,,,,,,,,
0,28.463,2.74583352,15.58,0,810.142369,0,443.45354,0,,,,,,,,,,
0,28.463,2.428089931,11.34,0,810.142369,0,322.77042,0,,,,,,,,,,
0,28.463,2.024955403,7.58,0,810.142369,0,215.74954,0,,,,,,,,,,
0,28.463,2.412689203,11.16,0,810.142369,0,317.64708,0,,,,,,,,,,
0,28.463,2.67067911,14.45,0,810.142369,0,411.29035,0,,,,,,,,,,
0,28.463,2.685632649,14.67,0,810.142369,0,417.55221,0,,,,,,,,,,
0,28.463,2.645899815,14.1,0,810.142369,0,401.3283,0,,,,,,,,,,
0,28.463,2.184938641,8.89,0,810.142369,0,253.03607,0,,,,,,,,,,
0,28.463,2.433245424,11.4,0,810.142369,0,324.4782,0,,,,,,,,,,
0,28.463,2.249909024,9.49,0,810.142369,0,270.11387,0,,,,,,,,,,
0,28.463,2.336265172,10.34,0,810.142369,0,294.30742,0,,,,,,,,,,
0,28.463,2.412847717,11.17,0,810.142369,0,317.93171,0,,,,,,,,,,
0,28.463,2.613012365,13.64,0,810.142369,0,388.23532,0,,,,,,,,,,
0,28.463,2.763249709,15.85,0,810.142369,0,451.13855,0,,,,,,,,,,
0,28.463,2.641972051,14.04,0,810.142369,0,399.62052,0,,,,,,,,,,
0,28.463,2.166233176,8.73,0,810.142369,0,248.48199,0,,,,,,,,,,
0,28.463,2.376510622,10.77,0,810.142369,0,306.54651,0,,,,,,,,,,
0,28.463,2.504950925,12.24,0,810.142369,0,348.38712,0,,,,,,,,,,
0,28.463,2.910889379,18.37,0,810.142369,0,522.86531,0,,,,,,,,,,
0,28.463,2.735809067,15.42,0,810.142369,0,438.89946,0,,,,,,,,,,
0,28.463,2.486618954,12.02,0,810.142369,0,342.12526,0,,,,,,,,,,
0,28.463,2.244097721,9.43,0,810.142369,0,268.40609,0,,,,,,,,,,
0,28.463,2.631994454,13.9,0,810.142369,0,395.6357,0,,,,,,,,,,
0,28.463,2.347978314,10.46,0,810.142369,0,297.72298,0,,,,,,,,,,
0,28.463,2.203750146,9.06,0,810.142369,0,257.87478,0,,,,,,,,,,
0,28.463,2.707982748,15,0,810.142369,0,426.945,0,,,,,,,,,,
0,28.463,2.622763317,13.77,0,810.142369,0,391.93551,0,,,,,,,,,,
0,28.463,1.94036222,6.96,0,810.142369,0,198.10248,0,,,,,,,,,,
0,28.463,2.541690156,12.7,0,810.142369,0,361.4801,0,,,,,,,,,,
0,28.463,2.643554581,14.06,0,810.142369,0,400.18978,0,,,,,,,,,,
0,28.463,2.676139389,14.53,0,810.142369,0,413.56739,0,,,,,,,,,,
0,28.463,2.243904855,9.43,0,810.142369,0,268.40609,0,,,,,,,,,,
0,28.463,2.513747939,12.35,0,810.142369,0,351.51805,0,,,,,,,,,,
0,28.463,2.362999104,10.62,0,810.142369,0,302.27706,0,,,,,,,,,,
0,32.811,2.399256782,11.01,0,1076.561721,0,361.24911,0,,,,,,,,,,
0,32.811,2.514895009,12.37,0,1076.561721,0,405.87207,0,,,,,,,,,,
0,32.811,2.473521795,11.86,0,1076.561721,0,389.13846,0,,,,,,,,,,
0,32.811,2.256059896,9.55,0,1076.561721,0,313.34505,0,,,,,,,,,,
0,32.811,2.758532507,15.78,0,1076.561721,0,517.75758,0,,,,,,,,,,
0,32.811,2.560809473,12.95,0,1076.561721,0,424.90245,0,,,,,,,,,,
0,32.811,2.554644696,12.87,0,1076.561721,0,422.27757,0,,,,,,,,,,
0,32.811,2.489240513,12.05,0,1076.561721,0,395.37255,0,,,,,,,,,,
0,32.811,2.439777181,11.47,0,1076.561721,0,376.34217,0,,,,,,,,,,
0,32.811,2.283627484,9.81,0,1076.561721,0,321.87591,0,,,,,,,,,,
0,32.811,2.086797209,8.06,0,1076.561721,0,264.45666,0,,,,,,,,,,
0,32.811,2.420247008,11.25,0,1076.561721,0,369.12375,0,,,,,,,,,,
0,32.811,2.511802343,12.33,0,1076.561721,0,404.55963,0,,,,,,,,,,
0,32.811,1.999589506,7.39,0,1076.561721,0,242.47329,0,,,,,,,,,,
0,32.811,2.406535787,11.1,0,1076.561721,0,364.2021,0,,,,,,,,,,
0,32.811,2.473825326,11.87,0,1076.561721,0,389.46657,0,,,,,,,,,,
0,32.811,2.336332689,10.34,0,1076.561721,0,339.26574,0,,,,,,,,,,
0,32.811,2.177013357,8.82,0,1076.561721,0,289.39302,0,,,,,,,,,,
0,32.811,2.481501552,11.96,0,1076.561721,0,392.41956,0,,,,,,,,,,
0,32.811,2.138909414,8.49,0,1076.561721,0,278.56539,0,,,,,,,,,,
0,32.811,2.339877887,10.38,0,1076.561721,0,340.57818,0,,,,,,,,,,
0,32.811,2.04975703,7.77,0,1076.561721,0,254.94147,0,,,,,,,,,,
0,32.811,2.503421306,12.22,0,1076.561721,0,400.95042,0,,,,,,,,,,
0,32.811,2.235375907,9.35,0,1076.561721,0,306.78285,0,,,,,,,,,,
0,32.811,2.375532231,10.76,0,1076.561721,0,353.04636,0,,,,,,,,,,
0,32.811,2.429526912,11.35,0,1076.561721,0,372.40485,0,,,,,,,,,,
0,32.811,2.209402386,9.11,0,1076.561721,0,298.90821,0,,,,,,,,,,
0,32.811,2.312986341,10.1,0,1076.561721,0,331.3911,0,,,,,,,,,,
0,32.811,2.438547079,11.46,0,1076.561721,0,376.01406,0,,,,,,,,,,
0,32.811,2.694979688,14.81,0,1076.561721,0,485.93091,0,,,,,,,,,,
0,32.811,2.486880598,12.02,0,1076.561721,0,394.38822,0,,,,,,,,,,
0,32.811,1.959368119,7.09,0,1076.561721,0,232.62999,0,,,,,,,,,,
0,32.811,1.9894712,7.31,0,1076.561721,0,239.84841,0,,,,,,,,,,
0,32.811,2.099669937,8.16,0,1076.561721,0,267.73776,0,,,,,,,,,,
0,32.811,2.071651612,7.94,0,1076.561721,0,260.51934,0,,,,,,,,,,
0,32.811,2.460824001,11.71,0,1076.561721,0,384.21681,0,,,,,,,,,,
0,32.811,2.346201387,10.45,0,1076.561721,0,342.87495,0,,,,,,,,,,
0,32.811,2.591625076,13.35,0,1076.561721,0,438.02685,0,,,,,,,,,,
0,32.811,2.506304575,12.26,0,1076.561721,0,402.26286,0,,,,,,,,,,
0,32.811,2.421978877,11.27,0,1076.561721,0,369.77997,0,,,,,,,,,,
0,32.811,2.230507217,9.3,0,1076.561721,0,305.1423,0,,,,,,,,,,
0,32.811,2.342402731,10.41,0,1076.561721,0,341.56251,0,,,,,,,,,,
0,32.811,2.216074377,9.17,0,1076.561721,0,300.87687,0,,,,,,,,,,
0,32.811,2.404887659,11.08,0,1076.561721,0,363.54588,0,,,,,,,,,,
0,32.811,2.398693048,11.01,0,1076.561721,0,361.24911,0,,,,,,,,,,
0,32.811,2.286325102,9.84,0,1076.561721,0,322.86024,0,,,,,,,,,,
0,32.811,2.441441522,11.49,0,1076.561721,0,376.99839,0,,,,,,,,,,
0,32.811,2.421765376,11.27,0,1076.561721,0,369.77997,0,,,,,,,,,,
0,32.811,2.416201831,11.2,0,1076.561721,0,367.4832,0,,,,,,,,,,
0,32.811,2.309243417,10.07,0,1076.561721,0,330.40677,0,,,,,,,,,,
0,32.811,2.24180568,9.41,0,1076.561721,0,308.75151,0,,,,,,,,,,
0,32.811,2.409899575,11.13,0,1076.561721,0,365.18643,0,,,,,,,,,,
0,32.811,2.237167044,9.37,0,1076.561721,0,307.43907,0,,,,,,,,,,
0,32.811,2.116333492,8.3,0,1076.561721,0,272.3313,0,,,,,,,,,,
0,32.811,2.536234508,12.63,0,1076.561721,0,414.40293,0,,,,,,,,,,
0,32.811,2.545298713,12.75,0,1076.561721,0,418.34025,0,,,,,,,,,,
0,32.811,2.218194953,9.19,0,1076.561721,0,301.53309,0,,,,,,,,,,
0,32.811,2.601934726,13.49,0,1076.561721,0,442.62039,0,,,,,,,,,,
0,32.811,2.604663795,13.53,0,1076.561721,0,443.93283,0,,,,,,,,,,
0,32.811,2.091413646,8.1,0,1076.561721,0,265.7691,0,,,,,,,,,,
0,32.811,2.353453653,10.52,0,1076.561721,0,345.17172,0,,,,,,,,,,
0,32.811,2.051710914,7.78,0,1076.561721,0,255.26958,0,,,,,,,,,,
0,32.811,2.183907679,8.88,0,1076.561721,0,291.36168,0,,,,,,,,,,
0,32.811,2.182279593,8.87,0,1076.561721,0,291.03357,0,,,,,,,,,,
0,32.811,2.449784781,11.59,0,1076.561721,0,380.27949,0,,,,,,,,,,
0,32.811,1.922815217,6.84,0,1076.561721,0,224.42724,0,,,,,,,,,,
0,32.811,2.2705181,9.68,0,1076.561721,0,317.61048,0,,,,,,,,,,
0,32.811,2.423227842,11.28,0,1076.561721,0,370.10808,0,,,,,,,,,,
0,32.811,2.04441219,7.72,0,1076.561721,0,253.30092,0,,,,,,,,,,
0,32.811,2.435424604,11.42,0,1076.561721,0,374.70162,0,,,,,,,,,,
